category,item_price_brl,avg_review_score
perfumery,169.0,5.0
health_beauty,49.99,5.0
electronics,25.9,5.0
watches_gifts,145.0,5.0
health_beauty,66.99,1.0
unknown,122.99,5.0
garden_tools,179.0,5.0
computers_accessories,74.9,4.0
computers_accessories,958.99,5.0
bed_bath_table,149.9,1.0
bed_bath_table,149.9,1.0
sports_leisure,35.0,4.0
bed_bath_table,59.9,5.0
consoles_games,399.0,5.0
cool_stuff,25.0,5.0
fashion_bags_accessories,74.9,5.0
telephony,44.9,1.0
unknown,122.99,5.0
computers,899.0,1.0
computers,899.0,1.0
computers_accessories,69.0,5.0
sports_leisure,170.3,5.0
computers_accessories,67.99,1.0
sports_leisure,119.9,5.0
perfumery,120.0,5.0
telephony,20.89,5.0
computers_accessories,49.0,1.0
stationery,110.0,5.0
cool_stuff,82.99,4.0
cool_stuff,199.0,4.0
garden_tools,229.0,5.0
garden_tools,32.9,1.0
musical_instruments,53.6,5.0
sports_leisure,58.0,5.0
sports_leisure,148.0,5.0
cool_stuff,34.9,4.0
electronics,11.97,4.0
consoles_games,399.0,4.0
auto,429.9,5.0
toys,8.9,5.0
electronics,18.9,5.0
sports_leisure,110.8,5.0
cool_stuff,209.99,5.0
cool_stuff,209.99,5.0
sports_leisure,105.0,5.0
housewares,52.9,5.0
auto,54.9,4.0
housewares,59.9,2.0
garden_tools,59.0,5.0
books_technical,29.45,4.0
cool_stuff,59.9,4.0
perfumery,314.99,5.0
telephony,27.99,5.0
bed_bath_table,139.0,4.0
electronics,12.25,5.0
health_beauty,99.9,5.0
baby,59.99,5.0
health_beauty,54.99,4.0
health_beauty,97.49,5.0
bed_bath_table,89.0,5.0
stationery,69.9,5.0
housewares,419.0,4.0
computers_accessories,137.9,1.0
computers_accessories,49.0,1.0
home_appliances,19.9,3.0
bed_bath_table,26.0,5.0
bed_bath_table,26.0,5.0
pet_shop,56.0,4.0
bed_bath_table,69.9,5.0
cool_stuff,144.41,1.0
perfumery,129.9,4.0
bed_bath_table,164.9,5.0
bed_bath_table,164.9,5.0
watches_gifts,95.0,4.0
furniture_decor,45.9,2.0
pet_shop,320.0,5.0
housewares,42.9,5.0
health_beauty,24.9,5.0
costruction_tools_garden,369.9,2.0
stationery,226.0,5.0
perfumery,129.8,5.0
cool_stuff,69.9,5.0
auto,117.3,3.0
health_beauty,37.0,4.0
health_beauty,37.0,4.0
toys,299.99,1.0
unknown,150.0,1.0
auto,163.4,1.0
garden_tools,59.9,5.0
health_beauty,64.99,1.0
watches_gifts,1199.0,3.0
stationery,49.9,4.0
furniture_decor,69.9,5.0
sports_leisure,109.9,5.0
auto,99.0,5.0
cool_stuff,29.5,5.0
telephony,19.99,4.0
fashion_bags_accessories,79.9,5.0
bed_bath_table,43.9,5.0
fashion_bags_accessories,79.0,5.0
cool_stuff,91.9,5.0
furniture_decor,59.9,5.0
furniture_living_room,79.9,4.0
audio,76.89,5.0
cool_stuff,699.0,5.0
housewares,62.9,5.0
housewares,62.9,5.0
stationery,129.0,5.0
musical_instruments,169.9,5.0
office_furniture,269.9,5.0
fashion_bags_accessories,39.99,5.0
telephony,49.99,5.0
garden_tools,369.0,5.0
bed_bath_table,49.95,5.0
auto,179.49,5.0
bed_bath_table,99.9,4.0
health_beauty,149.9,5.0
telephony,17.0,5.0
telephony,29.99,4.0
housewares,51.5,4.0
fashion_bags_accessories,20.3,5.0
bed_bath_table,12.49,1.0
bed_bath_table,12.49,1.0
sports_leisure,59.9,4.0
watches_gifts,134.9,5.0
housewares,133.0,5.0
health_beauty,66.99,5.0
fashion_bags_accessories,139.0,5.0
small_appliances,447.0,1.0
health_beauty,37.9,4.0
bed_bath_table,65.9,5.0
baby,179.99,1.0
costruction_tools_garden,30.0,4.0
computers_accessories,119.0,5.0
musical_instruments,55.0,1.0
garden_tools,39.7,5.0
baby,29.99,5.0
baby,29.99,5.0
pet_shop,25.99,2.0
pet_shop,25.99,2.0
watches_gifts,759.0,5.0
bed_bath_table,49.95,5.0
sports_leisure,22.5,4.0
unknown,157.77,5.0
sports_leisure,18.0,1.0
furniture_decor,139.9,5.0
perfumery,56.9,5.0
baby,12.9,5.0
sports_leisure,69.9,3.0
watches_gifts,158.0,3.0
fashion_bags_accessories,124.0,4.0
furniture_decor,99.9,5.0
computers_accessories,29.0,4.0
bed_bath_table,134.9,3.0
bed_bath_table,52.9,4.0
electronics,239.0,5.0
bed_bath_table,89.9,5.0
pet_shop,43.0,4.0
health_beauty,58.99,4.0
sports_leisure,109.0,5.0
health_beauty,599.65,5.0
furniture_decor,176.99,1.0
watches_gifts,55.0,5.0
furniture_decor,39.99,1.0
baby,59.9,5.0
sports_leisure,41.5,5.0
health_beauty,109.0,4.0
furniture_decor,44.9,5.0
watches_gifts,139.99,4.0
computers_accessories,31.9,5.0
bed_bath_table,159.9,3.0
furniture_decor,39.9,3.0
telephony,29.99,5.0
baby,124.99,3.0
garden_tools,129.99,2.0
sports_leisure,59.9,4.0
books_general_interest,19.9,5.0
watches_gifts,199.0,5.0
housewares,34.2,5.0
computers_accessories,37.99,2.0
pet_shop,107.99,5.0
computers_accessories,74.9,1.0
office_furniture,119.94,1.0
toys,64.99,4.0
telephony,38.99,4.0
stationery,109.0,4.0
telephony,39.99,4.0
bed_bath_table,17.9,5.0
bed_bath_table,17.9,5.0
garden_tools,99.0,5.0
computers_accessories,27.9,5.0
telephony,29.99,5.0
housewares,19.0,4.0
housewares,10.6,4.0
auto,53.0,5.0
stationery,52.9,5.0
computers_accessories,550.99,4.0
garden_tools,12.49,3.0
cool_stuff,110.0,5.0
bed_bath_table,169.0,5.0
sports_leisure,320.0,5.0
health_beauty,1429.9,1.0
sports_leisure,33.49,5.0
housewares,34.9,1.0
stationery,139.0,5.0
unknown,157.77,1.0
sports_leisure,89.9,4.0
books_technical,59.0,5.0
housewares,18.9,5.0
housewares,18.9,5.0
furniture_decor,69.88,5.0
furniture_decor,51.92,5.0
watches_gifts,399.9,5.0
sports_leisure,4059.0,4.0
computers_accessories,98.9,5.0
sports_leisure,180.0,1.0
auto,559.0,5.0
health_beauty,79.49,5.0
toys,199.9,5.0
health_beauty,37.9,4.0
sports_leisure,39.0,5.0
luggage_accessories,43.9,3.0
cool_stuff,144.99,3.0
furniture_decor,105.0,5.0
stationery,29.9,1.0
stationery,25.0,5.0
stationery,68.0,5.0
housewares,49.9,5.0
health_beauty,82.99,5.0
computers_accessories,39.9,5.0
health_beauty,88.99,5.0
toys,33.9,5.0
sports_leisure,22.5,2.0
garden_tools,34.9,5.0
consoles_games,34.2,2.0
health_beauty,56.89,5.0
health_beauty,49.9,3.0
watches_gifts,49.0,1.0
cool_stuff,99.99,5.0
baby,14.0,5.0
telephony,11.87,4.0
bed_bath_table,39.99,5.0
bed_bath_table,39.99,5.0
sports_leisure,18.0,5.0
health_beauty,53.5,5.0
housewares,350.0,5.0
watches_gifts,152.15,4.0
cool_stuff,144.99,5.0
bed_bath_table,40.0,3.0
bed_bath_table,40.0,3.0
garden_tools,184.99,5.0
watches_gifts,89.0,5.0
furniture_decor,49.9,5.0
housewares,28.8,4.0
health_beauty,349.9,5.0
unknown,222.3,5.0
fashion_bags_accessories,158.0,2.0
housewares,115.96,5.0
audio,19.9,4.0
bed_bath_table,228.0,5.0
health_beauty,79.9,5.0
home_appliances_2,159.9,4.0
home_appliances_2,159.9,4.0
consoles_games,12.1,5.0
computers_accessories,119.0,5.0
sports_leisure,209.0,5.0
housewares,34.78,5.0
computers_accessories,269.0,5.0
health_beauty,59.9,5.0
health_beauty,23.99,5.0
health_beauty,89.0,4.0
health_beauty,80.99,5.0
sports_leisure,125.0,3.0
perfumery,116.9,5.0
health_beauty,326.66,1.0
furniture_decor,139.99,1.0
furniture_bedroom,169.0,4.0
computers,2999.99,5.0
baby,48.9,5.0
computers_accessories,39.9,5.0
furniture_decor,299.9,5.0
health_beauty,187.0,5.0
health_beauty,59.99,3.0
telephony,27.99,4.0
furniture_decor,99.0,5.0
bed_bath_table,99.9,5.0
toys,30.5,5.0
auto,84.9,4.0
toys,189.9,4.0
furniture_decor,24.9,4.0
fashion_underwear_beach,24.99,5.0
sports_leisure,68.99,5.0
health_beauty,72.9,4.0
housewares,33.2,4.0
health_beauty,30.97,5.0
furniture_decor,35.0,5.0
furniture_decor,35.0,5.0
health_beauty,99.9,3.0
health_beauty,9.8,2.0
health_beauty,9.8,2.0
garden_tools,49.0,5.0
auto,59.9,4.0
toys,129.99,5.0
garden_tools,16.9,5.0
bed_bath_table,330.0,5.0
watches_gifts,195.9,5.0
furniture_decor,68.64,4.0
furniture_decor,68.64,4.0
watches_gifts,679.0,5.0
perfumery,39.9,2.0
health_beauty,19.9,5.0
cool_stuff,610.0,5.0
baby,37.47,5.0
pet_shop,339.9,1.0
bed_bath_table,105.0,4.0
health_beauty,152.0,5.0
computers_accessories,129.0,3.0
health_beauty,69.9,5.0
telephony,34.99,2.0
audio,14.9,4.0
bed_bath_table,12.9,5.0
unknown,79.0,1.0
toys,196.9,5.0
garden_tools,47.9,5.0
telephony,49.99,5.0
auto,90.0,5.0
bed_bath_table,21.9,5.0
furniture_decor,179.9,5.0
furniture_decor,79.9,5.0
pet_shop,59.0,4.0
construction_tools_lights,169.99,5.0
health_beauty,29.9,5.0
health_beauty,142.0,5.0
watches_gifts,55.0,5.0
computers_accessories,179.9,5.0
auto,59.9,5.0
cool_stuff,369.0,5.0
toys,55.0,3.0
bed_bath_table,75.0,5.0
watches_gifts,499.9,5.0
telephony,21.99,4.0
cool_stuff,189.9,2.0
cool_stuff,189.9,2.0
cool_stuff,189.9,2.0
perfumery,56.99,5.0
garden_tools,49.0,5.0
sports_leisure,129.9,5.0
telephony,24.99,1.0
construction_tools_construction,89.0,5.0
bed_bath_table,56.99,4.0
fashion_bags_accessories,159.9,3.0
art,129.99,5.0
furniture_decor,39.99,5.0
bed_bath_table,69.9,5.0
bed_bath_table,92.9,5.0
housewares,28.82,5.0
auto,129.49,5.0
bed_bath_table,86.4,3.0
housewares,179.0,4.0
auto,179.49,4.0
auto,179.49,4.0
housewares,72.48,5.0
furniture_living_room,460.0,5.0
bed_bath_table,79.9,5.0
garden_tools,49.0,5.0
bed_bath_table,54.99,4.0
bed_bath_table,54.99,4.0
computers_accessories,156.0,1.0
bed_bath_table,56.1,3.0
health_beauty,14.49,5.0
art,97.5,5.0
auto,47.2,5.0
telephony,49.9,5.0
furniture_decor,96.36,4.0
sports_leisure,109.9,5.0
sports_leisure,368.9,5.0
drinks,55.49,5.0
toys,99.0,5.0
watches_gifts,99.0,5.0
watches_gifts,279.9,5.0
housewares,99.97,5.0
health_beauty,129.49,5.0
furniture_decor,230.0,5.0
office_furniture,129.6,4.0
computers_accessories,98.81,1.0
baby,184.0,5.0
electronics,15.0,5.0
sports_leisure,18.89,5.0
costruction_tools_garden,30.0,5.0
watches_gifts,29.0,4.0
fashion_male_clothing,187.2,1.0
watches_gifts,350.0,5.0
bed_bath_table,84.9,1.0
luggage_accessories,84.9,5.0
garden_tools,53.9,1.0
sports_leisure,109.99,5.0
telephony,29.99,5.0
electronics,21.9,5.0
cool_stuff,144.99,5.0
bed_bath_table,24.9,4.0
computers_accessories,8.9,1.0
musical_instruments,255.0,5.0
office_furniture,101.99,4.0
pet_shop,59.99,4.0
watches_gifts,1299.0,2.0
toys,299.9,5.0
computers_accessories,49.9,5.0
furniture_decor,68.9,4.5
bed_bath_table,24.9,5.0
bed_bath_table,24.9,5.0
watches_gifts,69.0,5.0
bed_bath_table,54.9,5.0
baby,169.9,4.0
sports_leisure,84.9,5.0
housewares,179.0,5.0
pet_shop,118.9,5.0
computers_accessories,83.23,1.0
furniture_decor,249.9,5.0
garden_tools,664.0,1.0
baby,104.9,5.0
consoles_games,1599.0,1.0
consoles_games,1599.0,1.0
toys,69.99,4.0
fashion_male_clothing,149.9,5.0
health_beauty,89.99,5.0
baby,27.9,5.0
baby,29.9,5.0
computers_accessories,22.44,5.0
perfumery,56.99,4.0
health_beauty,58.99,5.0
computers_accessories,39.9,1.0
computers_accessories,158.9,5.0
health_beauty,80.5,5.0
baby,29.99,4.0
sports_leisure,50.0,1.0
telephony,26.9,4.0
furniture_decor,85.0,5.0
housewares,36.0,5.0
bed_bath_table,138.0,4.0
stationery,20.9,1.0
health_beauty,44.5,3.0
watches_gifts,789.99,5.0
garden_tools,34.99,4.0
bed_bath_table,185.0,4.0
watches_gifts,145.0,5.0
housewares,130.0,1.0
housewares,130.0,1.0
housewares,130.0,1.0
pet_shop,186.0,4.0
perfumery,56.99,5.0
sports_leisure,210.0,4.0
computers_accessories,39.99,5.0
computers_accessories,39.9,5.0
health_beauty,29.99,3.0
computers_accessories,14.99,5.0
fashion_bags_accessories,34.0,5.0
auto,179.49,5.0
health_beauty,116.99,5.0
watches_gifts,224.9,1.0
sports_leisure,69.9,5.0
bed_bath_table,86.9,4.0
computers_accessories,29.4,2.0
computers_accessories,29.4,2.0
sports_leisure,60.0,5.0
musical_instruments,55.0,5.0
health_beauty,59.4,5.0
housewares,69.0,3.0
home_appliances,69.9,5.0
bed_bath_table,85.9,5.0
health_beauty,69.9,5.0
furniture_decor,69.9,5.0
watches_gifts,194.91,5.0
cool_stuff,79.0,5.0
furniture_decor,79.9,4.0
bed_bath_table,87.28,5.0
computers_accessories,72.99,5.0
computers_accessories,72.99,5.0
health_beauty,84.99,5.0
computers_accessories,58.99,5.0
computers_accessories,129.0,5.0
computers_accessories,129.0,5.0
health_beauty,118.44,3.0
furniture_decor,45.9,5.0
toys,149.99,1.0
toys,149.99,1.0
computers_accessories,124.9,5.0
furniture_decor,51.9,4.0
furniture_decor,249.0,5.0
telephony,27.99,5.0
bed_bath_table,69.9,5.0
furniture_decor,199.94,4.0
furniture_decor,29.99,5.0
fashion_sport,39.9,5.0
fashion_bags_accessories,79.0,1.0
fashion_bags_accessories,79.0,1.0
watches_gifts,219.0,5.0
computers_accessories,69.9,4.0
baby,134.9,5.0
housewares,32.0,5.0
bed_bath_table,119.9,1.0
home_confort,86.9,5.0
housewares,79.0,4.0
health_beauty,179.99,3.0
health_beauty,59.9,5.0
bed_bath_table,28.18,5.0
housewares,27.5,4.0
cool_stuff,75.0,4.0
consoles_games,315.0,5.0
housewares,59.9,4.0
garden_tools,53.9,1.0
garden_tools,53.9,1.0
garden_tools,53.9,1.0
perfumery,179.9,5.0
watches_gifts,148.8,5.0
perfumery,89.66,1.0
telephony,30.0,5.0
garden_tools,99.9,4.0
health_beauty,29.99,5.0
health_beauty,29.99,5.0
telephony,17.9,1.0
health_beauty,99.99,5.0
health_beauty,99.9,5.0
furniture_decor,189.0,5.0
computers_accessories,79.0,4.0
garden_tools,59.9,4.0
bed_bath_table,109.9,5.0
toys,118.9,4.0
sports_leisure,52.5,3.0
sports_leisure,52.9,5.0
housewares,145.9,4.0
unknown,205.0,4.0
toys,99.9,3.0
sports_leisure,23.99,5.0
bed_bath_table,49.9,1.0
health_beauty,64.9,5.0
computers_accessories,129.0,1.0
perfumery,27.9,5.0
furniture_decor,89.0,5.0
furniture_decor,89.0,5.0
stationery,129.0,5.0
watches_gifts,129.0,5.0
luggage_accessories,189.9,5.0
toys,69.99,3.0
sports_leisure,19.9,5.0
auto,117.3,5.0
baby,189.9,5.0
computers_accessories,119.59,5.0
home_construction,239.9,3.0
furniture_decor,97.0,3.0
toys,109.8,3.0
sports_leisure,49.9,5.0
pet_shop,32.64,5.0
housewares,24.9,5.0
toys,149.0,3.0
food,86.0,5.0
auto,44.9,5.0
agro_industry_and_commerce,425.0,4.0
auto,117.99,4.0
baby,50.0,1.0
consoles_games,59.99,5.0
bed_bath_table,160.99,1.0
auto,39.9,5.0
sports_leisure,68.99,5.0
watches_gifts,95.0,5.0
auto,16.0,5.0
computers_accessories,149.0,3.0
perfumery,119.9,5.0
home_appliances,199.6,5.0
computers_accessories,69.0,4.0
telephony,11.49,4.0
auto,139.9,5.0
small_appliances,10.0,5.0
office_furniture,169.96,2.0
computers_accessories,99.0,5.0
watches_gifts,54.99,3.0
furniture_decor,26.0,4.0
computers_accessories,180.0,5.0
garden_tools,59.9,5.0
baby,388.0,1.0
perfumery,79.9,4.0
fashion_bags_accessories,149.99,3.0
furniture_decor,64.5,5.0
home_construction,39.9,5.0
home_construction,39.9,5.0
home_construction,39.9,5.0
electronics,19.9,5.0
home_appliances_2,443.0,5.0
home_construction,225.0,5.0
housewares,34.9,5.0
housewares,19.99,5.0
health_beauty,89.9,5.0
consoles_games,128.26,4.0
costruction_tools_garden,41.47,2.0
costruction_tools_garden,34.85,2.0
auto,399.99,4.0
telephony,48.99,5.0
watches_gifts,144.0,3.0
furniture_decor,56.0,5.0
furniture_decor,56.0,5.0
computers_accessories,55.0,5.0
watches_gifts,108.0,5.0
bed_bath_table,44.9,5.0
books_general_interest,25.0,5.0
electronics,21.9,5.0
consoles_games,49.9,5.0
electronics,100.0,4.0
furniture_decor,149.97,5.0
construction_tools_construction,1890.0,5.0
sports_leisure,45.9,3.0
telephony,70.9,5.0
sports_leisure,149.9,4.0
garden_tools,59.9,5.0
garden_tools,59.9,5.0
bed_bath_table,115.0,1.0
bed_bath_table,115.0,1.0
health_beauty,119.99,2.0
telephony,29.99,4.0
small_appliances,48.9,5.0
perfumery,232.56,5.0
bed_bath_table,79.0,1.0
bed_bath_table,79.0,1.0
telephony,29.99,4.0
sports_leisure,990.0,5.0
furniture_decor,34.99,5.0
furniture_decor,27.99,5.0
furniture_decor,27.99,5.0
garden_tools,329.9,3.0
garden_tools,169.99,3.0
garden_tools,329.0,5.0
furniture_decor,39.99,1.0
bed_bath_table,12.9,4.0
perfumery,309.56,5.0
health_beauty,23.99,5.0
watches_gifts,95.0,5.0
health_beauty,122.99,5.0
pet_shop,135.9,5.0
health_beauty,29.9,5.0
garden_tools,59.9,3.0
computers_accessories,98.44,1.0
toys,69.99,5.0
furniture_living_room,75.0,3.0
housewares,179.9,5.0
sports_leisure,69.9,5.0
construction_tools_lights,250.0,2.0
garden_tools,49.9,3.0
telephony,229.9,5.0
health_beauty,37.0,5.0
health_beauty,37.0,5.0
toys,68.0,5.0
bed_bath_table,32.2,1.0
bed_bath_table,99.9,4.0
watches_gifts,98.9,5.0
computers_accessories,99.0,5.0
musical_instruments,180.0,1.0
housewares,210.0,5.0
bed_bath_table,96.0,4.0
bed_bath_table,65.9,4.0
sports_leisure,65.0,5.0
unknown,74.99,1.0
bed_bath_table,96.9,5.0
computers_accessories,10.5,5.0
garden_tools,23.9,5.0
watches_gifts,95.0,5.0
housewares,22.99,5.0
health_beauty,69.5,4.0
garden_tools,98.63,4.0
telephony,388.9,5.0
health_beauty,494.99,3.0
telephony,15.99,5.0
health_beauty,64.99,1.0
health_beauty,149.9,5.0
toys,128.9,4.0
computers_accessories,104.9,5.0
baby,317.99,1.0
electronics,38.9,4.0
stationery,79.0,4.0
fashion_underwear_beach,79.9,4.0
watches_gifts,49.0,4.0
electronics,18.9,5.0
bed_bath_table,164.9,5.0
office_furniture,499.0,1.0
office_furniture,399.0,1.0
bed_bath_table,64.0,4.0
health_beauty,154.0,5.0
telephony,54.9,1.0
auto,429.9,5.0
electronics,18.9,4.0
bed_bath_table,45.9,5.0
perfumery,84.99,1.0
perfumery,56.99,1.0
furniture_decor,10.0,5.0
furniture_decor,10.0,5.0
furniture_decor,10.0,5.0
furniture_decor,10.0,5.0
furniture_decor,10.0,5.0
furniture_decor,10.0,5.0
housewares,78.9,5.0
health_beauty,420.0,4.0
home_construction,98.69,5.0
home_construction,98.69,5.0
health_beauty,44.9,4.0
furniture_decor,99.9,5.0
computers_accessories,105.0,4.0
computers_accessories,110.0,5.0
computers_accessories,31.9,5.0
auto,399.9,1.0
musical_instruments,915.0,5.0
pet_shop,12.99,5.0
housewares,186.0,1.0
furniture_decor,45.9,5.0
housewares,45.0,5.0
housewares,45.0,5.0
auto,179.49,5.0
watches_gifts,188.0,5.0
housewares,19.9,5.0
electronics,59.99,5.0
bed_bath_table,86.9,4.0
health_beauty,125.5,5.0
perfumery,56.99,4.0
toys,49.99,5.0
health_beauty,349.9,1.0
sports_leisure,24.9,5.0
garden_tools,49.9,5.0
baby,99.9,5.0
computers_accessories,140.0,5.0
housewares,43.98,4.0
sports_leisure,74.99,4.0
housewares,22.5,4.0
computers_accessories,119.0,1.0
sports_leisure,59.9,5.0
sports_leisure,59.9,5.0
housewares,36.9,5.0
watches_gifts,759.99,5.0
musical_instruments,34.36,4.0
sports_leisure,64.9,5.0
watches_gifts,108.0,3.0
computers_accessories,99.0,5.0
telephony,29.99,1.0
fashion_bags_accessories,34.9,5.0
housewares,62.8,5.0
watches_gifts,133.0,1.0
watches_gifts,319.0,5.0
furniture_decor,199.0,5.0
garden_tools,59.9,5.0
health_beauty,38.0,5.0
housewares,29.9,4.0
health_beauty,78.0,4.0
furniture_decor,40.9,5.0
toys,49.7,5.0
auto,59.9,5.0
bed_bath_table,53.0,5.0
electronics,109.9,5.0
bed_bath_table,119.9,4.0
office_furniture,176.99,5.0
cool_stuff,47.3,5.0
health_beauty,29.9,4.0
office_furniture,139.99,5.0
bed_bath_table,79.9,5.0
telephony,16.97,5.0
fashion_bags_accessories,59.99,5.0
fashion_bags_accessories,59.99,5.0
fashion_bags_accessories,59.99,5.0
health_beauty,72.9,4.0
furniture_decor,299.0,5.0
unknown,79.0,2.0
unknown,79.0,2.0
health_beauty,159.99,5.0
auto,109.9,5.0
food,82.49,5.0
health_beauty,58.9,5.0
health_beauty,74.5,5.0
sports_leisure,69.9,5.0
sports_leisure,169.9,1.0
baby,149.9,5.0
baby,127.5,5.0
baby,119.4,5.0
cool_stuff,209.99,1.0
housewares,42.9,5.0
electronics,259.0,4.0
housewares,26.07,2.0
housewares,27.99,2.0
cool_stuff,148.0,5.0
furniture_decor,69.9,5.0
furniture_decor,69.9,5.0
luggage_accessories,129.9,5.0
health_beauty,89.99,1.0
watches_gifts,199.0,4.0
home_confort,89.9,2.0
bed_bath_table,89.9,2.0
small_appliances_home_oven_and_coffee,16.29,5.0
sports_leisure,64.99,5.0
perfumery,279.9,4.0
housewares,35.9,4.0
housewares,118.13,5.0
telephony,16.9,4.0
computers_accessories,98.79,5.0
computers_accessories,19.9,5.0
perfumery,56.99,5.0
office_furniture,79.99,5.0
bed_bath_table,114.9,4.0
electronics,13.65,5.0
garden_tools,53.9,4.0
watches_gifts,212.0,4.0
bed_bath_table,59.9,1.0
furniture_decor,69.0,5.0
housewares,37.0,5.0
housewares,37.0,5.0
furniture_decor,79.99,2.0
small_appliances,18.9,4.0
sports_leisure,99.9,4.0
food_drink,10.0,5.0
fashion_bags_accessories,39.99,5.0
housewares,36.5,4.0
cool_stuff,395.0,3.0
toys,399.99,4.0
stationery,29.3,5.0
garden_tools,49.9,4.0
garden_tools,49.9,4.0
garden_tools,49.9,4.0
garden_tools,49.9,4.0
garden_tools,49.9,4.0
garden_tools,49.9,4.0
computers_accessories,54.9,5.0
toys,34.9,5.0
sports_leisure,148.9,5.0
electronics,13.65,5.0
computers_accessories,74.89,4.0
computers_accessories,12.99,5.0
computers_accessories,280.0,5.0
unknown,150.0,5.0
bed_bath_table,55.6,4.0
health_beauty,60.0,5.0
cool_stuff,57.99,5.0
baby,39.9,3.0
auto,299.0,4.0
auto,299.0,4.0
health_beauty,159.9,5.0
sports_leisure,39.0,4.0
baby,73.5,5.0
sports_leisure,139.9,5.0
perfumery,21.6,4.0
stationery,79.0,5.0
sports_leisure,89.9,5.0
musical_instruments,113.9,1.0
sports_leisure,45.33,4.0
home_confort,44.9,5.0
baby,890.0,5.0
bed_bath_table,62.0,5.0
perfumery,56.99,5.0
health_beauty,199.0,5.0
watches_gifts,19.9,5.0
watches_gifts,29.0,4.0
housewares,120.0,5.0
housewares,120.0,5.0
housewares,120.0,5.0
housewares,120.0,5.0
baby,127.9,5.0
luggage_accessories,129.0,5.0
perfumery,25.0,5.0
furniture_decor,238.0,5.0
watches_gifts,245.0,5.0
housewares,27.19,5.0
furniture_decor,249.9,1.0
computers_accessories,79.99,5.0
watches_gifts,802.14,5.0
housewares,32.0,1.0
construction_tools_lights,250.0,1.0
health_beauty,69.9,5.0
bed_bath_table,38.9,5.0
baby,29.9,5.0
computers_accessories,79.0,5.0
health_beauty,57.9,5.0
watches_gifts,102.0,5.0
watches_gifts,29.0,4.0
construction_tools_lights,250.0,2.0
housewares,100.0,5.0
pet_shop,134.9,5.0
baby,39.9,5.0
housewares,34.0,5.0
computers_accessories,149.9,5.0
health_beauty,89.99,5.0
computers_accessories,42.79,5.0
computers_accessories,168.9,3.0
bed_bath_table,79.9,5.0
bed_bath_table,109.9,4.0
cool_stuff,29.5,5.0
consoles_games,482.9,5.0
bed_bath_table,89.0,5.0
furniture_decor,199.99,5.0
housewares,46.9,2.0
stationery,69.9,5.0
telephony,42.0,4.0
watches_gifts,149.9,1.0
furniture_decor,75.0,5.0
pet_shop,19.98,1.0
pet_shop,19.98,1.0
fashion_bags_accessories,34.9,4.0
art,69.99,5.0
garden_tools,14.9,5.0
cool_stuff,166.99,1.0
furniture_decor,59.9,4.0
garden_tools,59.9,3.0
garden_tools,59.9,3.0
health_beauty,69.9,1.0
sports_leisure,33.9,3.0
furniture_living_room,74.99,5.0
sports_leisure,33.9,5.0
cool_stuff,144.99,5.0
sports_leisure,85.9,5.0
watches_gifts,109.0,5.0
garden_tools,500.0,4.0
bed_bath_table,179.0,5.0
telephony,39.99,5.0
cool_stuff,144.99,5.0
toys,499.99,5.0
bed_bath_table,20.0,5.0
fashion_shoes,35.9,3.0
furniture_decor,49.9,5.0
furniture_decor,49.9,5.0
computers_accessories,34.99,5.0
food_drink,43.5,5.0
perfumery,70.9,5.0
baby,79.9,5.0
toys,55.0,4.0
toys,349.99,5.0
sports_leisure,62.9,4.0
watches_gifts,55.0,5.0
sports_leisure,29.5,5.0
health_beauty,184.95,4.0
baby,213.0,5.0
furniture_decor,19.9,4.0
fashion_bags_accessories,27.3,3.0
auto,34.5,5.0
toys,198.0,5.0
housewares,399.0,5.0
sports_leisure,119.8,5.0
housewares,25.0,5.0
bed_bath_table,59.99,5.0
baby,39.99,5.0
watches_gifts,151.9,3.0
bed_bath_table,149.9,5.0
computers_accessories,44.9,3.0
electronics,13.3,5.0
health_beauty,269.9,5.0
cool_stuff,72.99,5.0
health_beauty,259.9,5.0
bed_bath_table,89.9,1.0
sports_leisure,252.0,5.0
cool_stuff,572.0,3.0
health_beauty,467.0,4.0
health_beauty,76.49,5.0
baby,349.99,5.0
health_beauty,149.99,5.0
auto,9.0,5.0
auto,9.0,5.0
watches_gifts,144.0,5.0
telephony,24.99,1.0
garden_tools,99.0,5.0
health_beauty,29.0,5.0
health_beauty,29.0,5.0
health_beauty,29.0,5.0
baby,99.49,4.0
furniture_decor,159.0,5.0
bed_bath_table,64.9,1.0
furniture_living_room,74.99,5.0
sports_leisure,19.9,3.0
housewares,68.0,4.0
home_construction,59.8,3.0
watches_gifts,78.0,5.0
sports_leisure,54.0,5.0
furniture_decor,24.9,5.0
toys,26.89,5.0
electronics,29.9,5.0
toys,79.99,5.0
baby,48.9,5.0
watches_gifts,145.0,5.0
bed_bath_table,79.0,5.0
auto,14.9,3.0
auto,89.99,5.0
health_beauty,50.9,1.0
health_beauty,50.9,1.0
food,47.0,4.0
unknown,13.5,1.0
luggage_accessories,26.99,5.0
furniture_decor,59.0,5.0
housewares,138.0,5.0
electronics,129.9,1.0
home_appliances,39.8,5.0
health_beauty,95.0,5.0
sports_leisure,159.9,5.0
sports_leisure,115.0,5.0
air_conditioning,59.9,1.0
computers_accessories,182.9,5.0
computers_accessories,182.9,5.0
sports_leisure,92.34,4.0
health_beauty,59.99,3.0
bed_bath_table,69.9,1.0
books_general_interest,124.99,5.0
